,Gene Entrez ID,Gene Symbol,Gene Name,Gene Description,PICR Ensembl ID,CHOK1GS Ensembl ID,Transcript ID,Protein ID,GO Terms,Uniprot ID,Human Entrez ID,Human Gene Name
808,100763438,LOC100763438,elongation of very long chain fatty acids protein 6,"Fatty acid elongases (EC 6.2.1.3), such as ELOVL6, use malonyl-CoA as a 2-carbon donor in the first and rate-limiting step of fatty acid elongation (Moon et al., 2001 [PubMed 11567032]).[supplied by OMIM, Mar 2008]",ENSCGRG00015004729,ENSCGRG00001016844,XM_035436966,XP_035292857,"['GO:0016020', 'GO:0016740', 'GO:0016746', 'GO:0009922', 'GO:0102756', 'GO:0006629', 'GO:0006631', 'GO:0006633', 'GO:0006636', 'GO:0019367', 'GO:0034625', 'GO:0035338', 'GO:0042761', 'GO:0005783', 'GO:0005789', 'GO:0008610', 'GO:0044255', 'GO:0016021', 'GO:0044249', 'GO:0009922', 'GO:0016021']", ,79071,ELOVL6
809,100755252,Dtymk,deoxythymidylate kinase,"Enables thymidylate kinase activity. Predicted to be involved in dTDP biosynthetic process; dTTP biosynthetic process; and dUDP biosynthetic process. Predicted to act upstream of or within cellular response to growth factor stimulus and nucleotide biosynthetic process. Predicted to be located in mitochondrial intermembrane space and mitochondrial matrix. Predicted to be active in cytosol; mitochondrion; and nucleus. [provided by Alliance of Genome Resources, Apr 2022]",ENSCGRG00015017172,ENSCGRG00001000666,XM_035452332,XP_035308223,"['GO:0005524', 'GO:0071363', 'GO:0006233', 'GO:0009165', 'GO:0004798', 'GO:0006233', 'GO:0004798', 'GO:0005524', 'GO:0046105', 'GO:0006233', 'GO:0004798', 'GO:0005524']", ,1841,DTYMK
811,100757011,Rnf19b,ring finger protein 19B,"This gene encodes a multi-pass membrane protein containing two RING-type and one IBR-type zinc finger motifs. The encoded protin is an E3 ubiquitin-protein ligase that plays a role in the cytotoxic effects of natural killer (NK) cells. Alternative splicing results in multiple transcript variants. There are pseudogenes for this gene on chromosomes X and Y in a possible pseudoautosomal region. [provided by RefSeq, Jul 2014]",,ENSCGRG00001001064,XM_027435369,XP_027291170,"['GO:0005783', 'GO:0043130', 'GO:0061630', 'GO:0005829', 'GO:0042267', 'GO:0051865', 'GO:0016567', 'GO:0004842', 'GO:0044194', 'GO:0016567', 'GO:0004842']",G3H930,127544,RNF19B
812,100774222,Eci1,enoyl-CoA delta isomerase 1,"This gene encodes a member of the hydratase/isomerase superfamily. The protein encoded is a key mitochondrial enzyme involved in beta-oxidation of unsaturated fatty acids. It catalyzes the transformation of 3-cis and 3-trans-enoyl-CoA esters arising during the stepwise degradation of cis-, mono-, and polyunsaturated fatty acids to the 2-trans-enoyl-CoA intermediates. Alternatively spliced transcript variants have been described. [provided by RefSeq, May 2010]",ENSCGRG00015012791,ENSCGRG00001023188,XM_007650137,XP_007648327,"['GO:0005739', 'GO:0006635', 'GO:0004165', 'GO:0003824']", ,1632,ECI1
813,103160327,B3gnt8,"UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 8","Enables protein N-acetylglucosaminyltransferase activity. Involved in poly-N-acetyllactosamine biosynthetic process. Located in extracellular exosome. [provided by Alliance of Genome Resources, Apr 2022]",ENSCGRG00015023473,ENSCGRG00001010163,XM_007652331,XP_007650521,"['GO:0016262', 'GO:0030311', 'GO:0016758', 'GO:0006486', 'GO:0016020']", ,374907,B3GNT8
814,100763756,St6gal2,"ST6 beta-galactoside alpha-2,6-sialyltransferase 2","This locus encodes a sialyltransferase. The encoded type II transmembrane protein catalyzes the transfer of sialic acid from CMP to an oligosaccharide substrate. Polymorphisms at this locus may be associated with variations in risperidone response in schizophrenic patients. Alternatively spliced transcript variants have been described. [provided by RefSeq, Jan 2012]",ENSCGRG00015005584,ENSCGRG00001015136,XM_035453954,XP_035309845,"['GO:0003835', 'GO:0008373', 'GO:0009311', 'GO:0008373', 'GO:0006486']", ,84620,ST6GAL2
815,100764278,Elovl2,ELOVL fatty acid elongase 2,"Enables fatty acid elongase activity. Involved in fatty acid elongation, polyunsaturated fatty acid and very long-chain fatty acid biosynthetic process. Located in endoplasmic reticulum. [provided by Alliance of Genome Resources, Apr 2022]",ENSCGRG00015001305,ENSCGRG00001014432,XM_007647023,XP_007645213,"['GO:0009922', 'GO:0034626', 'GO:0042761', 'GO:0005783', 'GO:0000038', 'GO:0016747', 'GO:0042761', 'GO:0019367', 'GO:0009922', 'GO:0005783', 'GO:0016021']", ,54898,ELOVL2
816,100773051,Ptpn18,protein tyrosine phosphatase non-receptor type 18,"The protein encoded by this gene is a member of the protein tyrosine phosphatase (PTP) family. PTPs are known to be signaling molecules that regulate a variety of cellular processes including cell growth, differentiation, the mitotic cycle, and oncogenic transformation. This PTP contains a PEST motif, which often serves as a protein-protein interaction domain, and may be related to protein intracellular half-live. This protein can differentially dephosphorylate autophosphorylated tyrosine kinases that are overexpressed in tumor tissues, and it appears to regulate HER2, a member of the epidermal growth factor receptor family of receptor tyrosine kinases. Two transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Nov 2008]",ENSCGRG00015015815,ENSCGRG00001019318,XM_027440362,XP_027296163,"[nan, 'GO:0006470', 'GO:0016791', 'GO:0016311', 'GO:0004725', 'GO:0004726', 'GO:0001825', 'GO:0005634', 'GO:0005737']",A0A3L7INS3,26469,PTPN18
817,100751369,Cblc,Cbl proto-oncogene C,"This gene encodes a member of the Cbl family of E3 ubiquitin ligases. Cbl proteins play important roles in cell signaling through the ubiquitination and subsequent downregulation of tyrosine kinases. Expression of this gene may be restricted to epithelial cells, and alternatively spliced transcript variants encoding multiple isoforms have been observed for this gene. [provided by RefSeq, Feb 2012]",ENSCGRG00015005884,ENSCGRG00001002264,XM_035457750,XP_035313641,"['GO:0017124', 'GO:0001784', 'GO:0005154', 'GO:0061630', 'GO:0006511', 'GO:0007175', 'GO:0016567', 'GO:0042059', 'GO:0043407', 'GO:0023051', 'GO:0001784', 'GO:0007166', 'GO:0005509', 'GO:0004842']", ,23624,CBLC
818,100750683,Cdc34,"cell division cycle 34, ubiqiutin conjugating enzyme","The protein encoded by this gene is a member of the ubiquitin-conjugating enzyme family. Ubiquitin-conjugating enzyme catalyzes the covalent attachment of ubiquitin to other proteins. This protein is a part of the large multiprotein complex, which is required for ubiquitin-mediated degradation of cell cycle G1 regulators, and for the initiation of DNA replication. [provided by RefSeq, Jul 2008]",ENSCGRG00015007618,ENSCGRG00001018767,XM_035455965,XP_035311856,"['GO:0000166', 'GO:0005524', 'GO:0016567', 'GO:0061631']", ,997,CDC34
819,100754792,LOC100754792,heat shock protein HSP 90-beta,"This gene encodes a member of the heat shock protein 90 family; these proteins are involved in signal transduction, protein folding and degradation and morphological evolution. This gene encodes the constitutive form of the cytosolic 90 kDa heat-shock protein and is thought to play a role in gastric apoptosis and inflammation. Alternative splicing results in multiple transcript variants. Pseudogenes have been identified on multiple chromosomes. [provided by RefSeq, Dec 2012]",ENSCGRG00015004750,ENSCGRG00001021336,XM_016975220,XP_016830709,"['GO:0005634', 'GO:0005576', 'GO:0005737', 'GO:0006457', 'GO:0032991', 'GO:0042277', 'GO:0042802', 'GO:0034605', 'GO:0008180', 'GO:0005829', 'GO:0043066', 'GO:0031072', 'GO:0045597', 'GO:0010033', 'GO:0046983', 'GO:0033138', 'GO:0051897', 'GO:0032435', 'GO:0043025', 'GO:0005524', 'GO:0042803', 'GO:0042826', 'GO:0048471', 'GO:0051973', 'GO:0048156', 'GO:0097718', 'GO:0003725', 'GO:0071353', 'GO:0030511', 'GO:0019901', 'GO:0032516', 'GO:0001890', 'GO:0007004', 'GO:0051726', 'GO:1904031', 'GO:2000010', 'GO:0070182', 'GO:0044183', 'GO:1905323', 'GO:1990226', 'GO:0044294', 'GO:0044295', 'GO:0031625', 'GO:0019900', 'GO:0021955', 'GO:0030010', 'GO:0031396', 'GO:0048675', 'GO:0051082', 'GO:0006457', 'GO:0016887', 'GO:0005524', 'GO:0019887', 'GO:1901799', 'GO:1990565', 'GO:0051131', 'GO:0043008', 'GO:0019062', 'GO:0097435', 'GO:1901389', 'GO:0034751', 'GO:0032880', 'GO:0140662']", ,3326,HSP90AB1
820,100753345,Fmo2,flavin containing dimethylaniline monoxygenase 2,"This gene encodes a flavin-containing monooxygenase family member. It is an NADPH-dependent enzyme that catalyzes the N-oxidation of some primary alkylamines through an N-hydroxylamine intermediate. However, some human populations contain an allele (FMO2*2A) with a premature stop codon, resulting in a protein that is C-terminally-truncated, has no catalytic activity, and is likely degraded rapidly. This gene is found in a cluster with other related family members on chromosome 1. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Aug 2014]",ENSCGRG00015010634,ENSCGRG00001002790,XM_035457806,XP_035313697,"['GO:0016020', 'GO:0016491', 'GO:0050660', 'GO:0005783', 'GO:0005789', 'GO:0004497', 'GO:0050661', 'GO:0004499', 'GO:0043231', 'GO:0006082', 'GO:0006739', 'GO:0006805', 'GO:0009404', 'GO:0070995', 'GO:0072592', 'GO:0046322', 'GO:0097009', 'GO:0047822']", ,2327,FMO2
821,100758835,Riok2,RIO kinase 2,"Predicted to enable protein kinase activity. Involved in several processes, including positive regulation of rRNA processing; positive regulation of ribosomal small subunit export from nucleus; and regulation of mitotic metaphase/anaphase transition. Located in cytoplasm. Part of preribosome, small subunit precursor. [provided by Alliance of Genome Resources, Apr 2022]",ENSCGRG00015015402,ENSCGRG00001000871,XM_003500005,XP_003500053,"['GO:0005737', 'GO:0042274', 'GO:0030688', 'GO:0046777', 'GO:0030071', 'GO:0030490', 'GO:2000208', 'GO:2000234', 'GO:0004674', 'GO:0006468', 'GO:0004672', 'GO:0005524']",A0A8C2LE70,55781,RIOK2
822,100764381,Uba2,ubiquitin like modifier activating enzyme 2,"Posttranslational modification of proteins by the addition of the small protein SUMO (see SUMO1; MIM 601912), or sumoylation, regulates protein structure and intracellular localization. SAE1 (MIM 613294) and UBA2 form a heterodimer that functions as a SUMO-activating enzyme for the sumoylation of proteins (Okuma et al., 1999 [PubMed 9920803]).[supplied by OMIM, Mar 2010]",ENSCGRG00015019439,ENSCGRG00001001926,XM_035458847,XP_035314738,"['GO:0016925', 'GO:0005654', 'GO:0046982', 'GO:0000287', 'GO:0005524', 'GO:0019948', 'GO:0032183', 'GO:0044388', 'GO:0044390', 'GO:0033235', 'GO:0031510', 'GO:0016925', 'GO:0019948', 'GO:0008641']", ,10054,UBA2
823,100761822,Man2c1,mannosidase alpha class 2C member 1,"Predicted to enable alpha-mannosidase activity. Predicted to be involved in oligosaccharide catabolic process. Located in nucleoplasm. [provided by Alliance of Genome Resources, Apr 2022]",ENSCGRG00015025157,ENSCGRG00001012082,XM_003497922,XP_003497970,"['GO:0005654', 'GO:0005829', 'GO:0009313', 'GO:0006013', 'GO:0004559', 'GO:0030246', 'GO:0005975', 'GO:0003824', 'GO:0004559', 'GO:0006013', 'GO:0004559', 'GO:0030246', 'GO:0005975', 'GO:0003824']", ,4123,MAN2C1
824,100768220,Hpd,4-hydroxyphenylpyruvate dioxygenase,"The protein encoded by this gene is an enzyme in the catabolic pathway of tyrosine. The encoded protein catalyzes the conversion of 4-hydroxyphenylpyruvate to homogentisate. Defects in this gene are a cause of tyrosinemia type 3 (TYRO3) and hawkinsinuria (HAWK). Two transcript variants encoding different isoforms have been found for this gene. [provided by RefSeq, Jan 2010]",ENSCGRG00015025551,ENSCGRG00001020801,XM_035446916,XP_035302807,"['GO:0046872', 'GO:0051213', 'GO:0005789', 'GO:0009072', 'GO:0000139', 'GO:0003868', 'GO:0016701']", G3H255,3242,HPD
825,100757820,LOC100757820,cytosolic beta-glucosidase,,,,XM_007652233,XP_007650423,,A0A8C2QDM2,57733,GBA3
826,100751499,LOC100751499,cytochrome c oxidase assembly protein COX15 homolog,"Cytochrome c oxidase (COX), the terminal component of the mitochondrial respiratory chain, catalyzes the electron transfer from reduced cytochrome c to oxygen. This component is a heteromeric complex consisting of 3 catalytic subunits encoded by mitochondrial genes and multiple structural subunits encoded by nuclear genes. The mitochondrially-encoded subunits function in electron transfer, and the nuclear-encoded subunits may function in the regulation and assembly of the complex. This nuclear gene encodes a protein which is not a structural subunit, but may be essential for the biogenesis of COX formation and may function in the hydroxylation of heme O, according to the yeast mutant studies. This protein is predicted to contain 5 transmembrane domains localized in the mitochondrial inner membrane. Alternative splicing of this gene generates two transcript variants diverging in the 3' region. [provided by RefSeq, Jul 2008]",ENSCGRG00015023980,ENSCGRG00001014605,XM_016980626,XP_016836115,"['GO:0016020', 'GO:0006784', 'GO:0016021', 'GO:0016653', 'GO:0060090', 'GO:0008535', 'GO:1902600', 'GO:0005654', 'GO:0005739', 'GO:0070069']", ,1355,COX15
827,100750890,LOC100750890,stearoyl-CoA desaturase 2,"This gene encodes an enzyme involved in fatty acid biosynthesis, primarily the synthesis of oleic acid. The protein belongs to the fatty acid desaturase family and is an integral membrane protein located in the endoplasmic reticulum. Transcripts of approximately 3.9 and 5.2 kb, differing only by alternative polyadenlyation signals, have been detected. A gene encoding a similar enzyme is located on chromosome 4 and a pseudogene of this gene is located on chromosome 17. [provided by RefSeq, Sep 2015]",ENSCGRG00015023394,ENSCGRG00001023207,XM_003508444,XP_003508492,"['GO:0016020', 'GO:0046872', 'GO:0016491', 'GO:0006629', 'GO:0006631', 'GO:0006633', 'GO:0005789', 'GO:0016717', 'GO:0004768', 'GO:0032896', 'GO:1903966', 'GO:0005783', 'GO:0008610', 'GO:0016215', 'GO:0016053']",G3HZ97,6319,SCD
828,100768307,Pola2,"DNA polymerase alpha 2, accessory subunit","Predicted to enable DNA binding activity. Involved in DNA replication, synthesis of RNA primer. Located in cytosol and nucleoplasm. Part of alpha DNA polymerase:primase complex. [provided by Alliance of Genome Resources, Apr 2022]",ENSCGRG00015014524,ENSCGRG00001014528,XM_003514541,XP_003514589,"['GO:0005634', 'GO:0003677', 'GO:0006260', 'GO:0006606', 'GO:0005658', 'GO:0006269', 'GO:0006270', 'GO:0005654', 'GO:0005829', 'GO:0006260', 'GO:0003677']",G3IIW2,23649,POLA2
829,100767410,Rfk,riboflavin kinase,"Riboflavin kinase (RFK; EC 2.7.1.26) is an essential enzyme that catalyzes the phosphorylation of riboflavin (vitamin B2) to form flavin mononucleotide (FMN), an obligatory step in vitamin B2 utilization and flavin cofactor synthesis (Karthikeyan et al., 2003 [PubMed 12623014]).[supplied by OMIM, Nov 2009]",ENSCGRG00015004778,ENSCGRG00001013646,XM_035461605,XP_035317496,"['GO:0006915', 'GO:0072593', 'GO:0033864', 'GO:0033864', 'GO:0009231', 'GO:0008531', 'GO:0008531', 'GO:0006771']", ,55312,RFK
830,100757138,St6galnac6,"ST6 N-acetylgalactosaminide alpha-2,6-sialyltransferase 6","ST6GALNAC6 belongs to a family of sialyltransferases that modify proteins and ceramides on the cell surface to alter cell-cell or cell-extracellular matrix interactions (Tsuchida et al., 2003 [PubMed 12668675]).[supplied by OMIM, Mar 2008]",ENSCGRG00015005750,ENSCGRG00001015092,XM_035458929,XP_035314820,"['GO:0008373', 'GO:0006486', 'GO:0008373', 'GO:0006486', 'GO:0005737', 'GO:0001665', 'GO:0001574', 'GO:0008373', 'GO:0009312', 'GO:0009100', 'GO:0006677', 'GO:0006687', 'GO:0008373', 'GO:0006486', 'GO:0008373', 'GO:0006486', 'GO:0016020', 'GO:0016740', 'GO:0016757', 'GO:0005794', 'GO:0006486', 'GO:0008373', 'GO:0097503']", ,30815,ST6GALNAC6
831,100762194,Hectd3,HECT domain E3 ubiquitin protein ligase 3,"The protein encoded by this gene transfers ubiquitin from an E2 ubiquitin-conjugating enzyme to targeted substrates, leading to the degradation of those substrates. The encoded protein has been shown to transfer ubiquitin to TRIOBP to facilitate cell cycle progression, and to STX8. [provided by RefSeq, Dec 2012]",ENSCGRG00015025156,ENSCGRG00001014938,XM_003497404,XP_003497452,"['GO:0048471', 'GO:0004842', 'GO:0043161', 'GO:0019905', 'GO:0004842']", ,79654,HECTD3
