Gene Entrez ID,Gene Symbol,Gene Name,Gene Description,PICR Ensembl ID,CHOK1GS Ensembl ID,Transcript ID,Protein ID,GO Terms,Uniprot ID,Human Entrez ID,Human Gene Name,system
100767722,Ddah1,dimethylarginine dimethylaminohydrolase 1,"This gene belongs to the dimethylarginine dimethylaminohydrolase (DDAH) gene family. The encoded enzyme plays a role in nitric oxide generation by regulating cellular concentrations of methylarginines, which in turn inhibit nitric oxide synthase activity. [provided by RefSeq, Jul 2008]",ENSCGRG00015013391,ENSCGRG00001019335,XM_035437718,XP_035293609,"['GO:0008285', 'GO:0006527', 'GO:0045429', 'GO:0003073', 'GO:0016403', 'GO:0016403', 'GO:0000052', 'GO:0043116', 'GO:1900038', 'GO:0045429', 'GO:0006527', 'GO:0000052', 'GO:0016403']", ,23576,DDAH1,Amino Acid Metabolism
100759795,LOC100759795,NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 9,"The protein encoded by this gene is a subunit of the mitochondrial oxidative phosphorylation complex I (nicotinamide adenine dinucleotide: ubiquinone oxidoreductase). Complex I is localized to the inner mitochondrial membrane and functions to dehydrogenate nicotinamide adenine dinucleotide and to shuttle electrons to coenzyme Q. Complex I deficiency is the most common defect found in oxidative phosphorylation disorders and results in a range of conditions, including lethal neonatal disease, hypertrophic cardiomyopathy, liver disease, and adult-onset neurodegenerative disorders. Pseudogenes of this gene are found on chromosomes five, seven and eight. Alternative splicing results in multiple transcript variants. [provided by RefSeq, Jul 2015]",,ENSCGRG00001000279,XM_003516009,XP_003516057,"['GO:0032981', 'GO:0005747', 'GO:0005739', 'GO:0006120']", ,4715,NDUFB9,Energy Metabolism
100754681,Ndufb10,NADH:ubiquinone oxidoreductase subunit B10,"Involved in mitochondrial respiratory chain complex I assembly. Located in mitochondrial inner membrane. Part of mitochondrial respiratory chain complex I. Implicated in nuclear type mitochondrial complex I deficiency 35. [provided by Alliance of Genome Resources, Apr 2022]",ENSCGRG00015014157,ENSCGRG00001013121,XM_003501500,XP_003501548,"['GO:0016020', 'GO:0005739', 'GO:0005743', 'GO:0070469', 'GO:0032981', 'GO:0005747']",G3HBP7,4716,NDUFB10,Energy Metabolism
100773278,Fdxr,ferredoxin reductase,,ENSCGRG00015010037,,XM_035456204,XP_035312095,, ,2232,FDXR,Lipid Metabolism
100761589,Sucla2,succinate-CoA ligase ADP-forming subunit beta,"Succinyl-CoA synthetase (SCS) is a mitochondrial matrix enzyme that acts as a heterodimer, being composed of an invariant alpha subunit and a substrate-specific beta subunit. The protein encoded by this gene is an ATP-specific SCS beta subunit that dimerizes with the SCS alpha subunit to form SCS-A, an essential component of the tricarboxylic acid cycle. SCS-A hydrolyzes ATP to convert succinate to succinyl-CoA. Defects in this gene are a cause of myopathic mitochondrial DNA depletion syndrome. A pseudogene of this gene has been found on chromosome 6. [provided by RefSeq, Jul 2008]",ENSCGRG00015004359,ENSCGRG00001009190,XM_007649039,XP_007647229,"['GO:0046872', 'GO:0000166', 'GO:0005524', 'GO:0003824', 'GO:0005737', 'GO:0000287', 'GO:0006099', 'GO:0005739', 'GO:0016874', 'GO:0004775', 'GO:0009361']",A0A3L7GQL3,8803,SUCLA2,Carbohydrates Metabolism
100755300,Lipe,"lipase E, hormone sensitive type","The protein encoded by this gene has a long and a short form, generated by use of alternative translational start codons. The long form is expressed in steroidogenic tissues such as testis, where it converts cholesteryl esters to free cholesterol for steroid hormone production. The short form is expressed in adipose tissue, among others, where it hydrolyzes stored triglycerides to free fatty acids. [provided by RefSeq, Jul 2008]",ENSCGRG00015020992,ENSCGRG00001001445,XM_035460106,XP_035315997,"['GO:0005829', 'GO:0004806', 'GO:0004771', 'GO:0008203', 'GO:0016298', 'GO:0016042', 'GO:0016787', 'GO:0033878', 'GO:0050253', 'GO:0008203', 'GO:0016298', 'GO:0016042', 'GO:0016787']", ,3991,LIPE,Lipid Metabolism
100770305,Aasdh,aminoadipate-semialdehyde dehydrogenase,"This gene encodes a member of the non-ribosome peptide syntesase (NRPS) enzyme family. The encoded protein contains an AMP-binding domain, PP-binding (phosphopantetheine, or pantetheine 4'phosphate-binding) domain and the Pyrrolo-quinoline quinon (PQQ) binding domain. The protein is expressed in several adult tissues. [provided by RefSeq, Apr 2016]",ENSCGRG00015007969,ENSCGRG00001017656,XM_003513531,XP_003513579,"['GO:0019482', 'GO:0043041', 'GO:0005515']",G3IFL0,132949,AASDH,Vitamin & Cofactor Metabolism
100767455,Mgll,monoglyceride lipase,"This gene encodes a serine hydrolase of the AB hydrolase superfamily that catalyzes the conversion of monoacylglycerides to free fatty acids and glycerol. The encoded protein plays a critical role in several physiological processes including pain and nociperception through hydrolysis of the endocannabinoid 2-arachidonoylglycerol. Expression of this gene may play a role in cancer tumorigenesis and metastasis. Alternatively spliced transcript variants encoding multiple isoforms have been observed for this gene. [provided by RefSeq, Feb 2012]",,ENSCGRG00001012642,XM_035454394,XP_035310285,"[nan, 'GO:0005654', nan]", ,11343,MGLL,Protein Product Synthesis
100750766,St8sia5,"ST8 alpha-N-acetyl-neuraminide alpha-2,8-sialyltransferase 5","The protein encoded by this gene is a type II membrane protein that may be present in the Golgi apparatus. The encoded protein, which is a member of glycosyltransferase family 29, may be involved in the synthesis of gangliosides GD1c, GT1a, GQ1b, and GT3 from GD1a, GT1b, GM1b, and GD3, respectively. [provided by RefSeq, Jul 2008]",ENSCGRG00015025074,ENSCGRG00001004611,XM_035454963,XP_035310854,"['GO:0003828', 'GO:0008373', 'GO:0006486', 'GO:0008373', 'GO:0006486']", ,29906,ST8SIA5,Lipid Metabolism
100765509,Cdc25b,cell division cycle 25B,"CDC25B is a member of the CDC25 family of phosphatases. CDC25B activates the cyclin dependent kinase CDC2 by removing two phosphate groups and it is required for entry into mitosis. CDC25B shuttles between the nucleus and the cytoplasm due to nuclear localization and nuclear export signals. The protein is nuclear in the M and G1 phases of the cell cycle and moves to the cytoplasm during S and G2. CDC25B has oncogenic properties, although its role in tumor formation has not been determined. Multiple transcript variants for this gene exist. [provided by RefSeq, Jul 2008]",ENSCGRG00015011685,ENSCGRG00001017028,NM_001292058,NP_001278987,"['GO:0016787', 'GO:0004721', 'GO:0006470', 'GO:0004725', 'GO:0007049', 'GO:0051301', 'GO:0019901', 'GO:0001556', 'GO:0006468', 'GO:0007144', 'GO:0032467', 'GO:0045860', 'GO:0045931', 'GO:1902751', 'GO:0000922', 'GO:0005634', 'GO:0005737', 'GO:0005813', 'GO:1902751', 'GO:0006470', 'GO:0004725']",S6BR87,994,CDC25B,Protein Product Synthesis
100751670,Naga,alpha-N-acetylgalactosaminidase,"NAGA encodes the lysosomal enzyme alpha-N-acetylgalactosaminidase, which cleaves alpha-N-acetylgalactosaminyl moieties from glycoconjugates. Mutations in NAGA have been identified as the cause of  Schindler disease types I and II (type II also known as Kanzaki disease). [provided by RefSeq, Jul 2008]",ENSCGRG00015006542,ENSCGRG00001023285,XM_003508805,XP_003508853,"['GO:0016787', 'GO:0016798', 'GO:0008152', 'GO:0004553', 'GO:0005975', 'GO:0005764', 'GO:0006629', 'GO:0008456', 'GO:0042803', 'GO:0016052', 'GO:0019377']",G3I0F7,4668,NAGA,Lipid Metabolism
100768213,Eif3m,eukaryotic translation initiation factor 3 subunit M,"This gene encodes a protein that is part of the eurkaryotic translation initiation factor 3 complete (eIF-3) required for protein synthesis. Elevated levels of the encoded protein are present in cancer cell lines. Inactivation of the encoded protein has been shown to interfere with translation of herpes virus mRNAs by preventing the association of mRNAs with the ribosomes. A pseudogene of this gene is located on the X chromosome. [provided by RefSeq, Dec 2011]",ENSCGRG00015009455,ENSCGRG00001022289,XM_003497570,XP_003497618,"['GO:0005737', 'GO:0003743', 'GO:0001732', 'GO:0002183', 'GO:0006412', 'GO:0006413', 'GO:0005852', 'GO:0016282', 'GO:0033290', 'GO:0031369', 'GO:0071541', nan]",G3GZB1,10480,EIF3M,Energy Metabolism
100760390,Ca4,carbonic anhydrase 4,"Carbonic anhydrases (CAs) are a large family of zinc metalloenzymes that catalyze the reversible hydration of carbon dioxide. They participate in a variety of biological processes, including respiration, calcification, acid-base balance, bone resorption, and the formation of aqueous humor, cerebrospinal fluid, saliva, and gastric acid. They show extensive diversity in tissue distribution and in their subcellular localization. This gene encodes a glycosylphosphatidyl-inositol-anchored membrane isozyme expressed on the luminal surfaces of pulmonary (and certain other) capillaries and proximal renal tubules. Its exact function is not known; however, it may have a role in inherited renal abnormalities of bicarbonate transport. [provided by RefSeq, Jul 2008]",ENSCGRG00015009161,ENSCGRG00001008651,XM_035454788,XP_035310679,"['GO:0005886', 'GO:0016020', 'GO:0004089', 'GO:0070062', 'GO:0009986', 'GO:0015701', 'GO:0005791', 'GO:0005793', 'GO:0005794', 'GO:0005802', 'GO:0016324', 'GO:0030658', 'GO:0030667', 'GO:0031526', 'GO:0048471', 'GO:0031225', 'GO:0004089', 'GO:0005886', 'GO:0008270', 'GO:0009897']", ,762,CA4,Amino Acid Metabolism
100689036,Fut9,fucosyltransferase 9,"The protein encoded by this gene belongs to the glycosyltransferase family. It is localized to the golgi, and catalyzes the last step in the biosynthesis of Lewis X (LeX) antigen, the addition of a fucose to precursor polysaccharides. This protein is one of the few fucosyltransferases that synthesizes the LeX oligosaccharide (CD15) expressed in the organ buds progressing in mesenchyma during embryogenesis. It is also responsible for the expression of CD15 in mature granulocytes. A common haplotype of this gene has also been associated with susceptibility to placental malaria infection. [provided by RefSeq, Nov 2011]",ENSCGRG00015009153,ENSCGRG00001007342,NM_001244024,NP_001230953,"['GO:0016020', 'GO:0016740', 'GO:0016757', 'GO:0006486', 'GO:0005794', 'GO:0005794', 'GO:0006629', 'GO:0000139', 'GO:0008417', 'GO:0017083', 'GO:0017083', 'GO:0046920', 'GO:0010976', 'GO:0010976', 'GO:0030182', 'GO:0030182', 'GO:0033692', 'GO:0033692', 'GO:0036065', 'GO:0036065', 'GO:0032588', 'GO:0032588', 'GO:0005802', 'GO:0006493', 'GO:0006487', 'GO:1903037', 'GO:1903037', 'GO:1903236', 'GO:1903236', 'GO:0005802', 'GO:0006487', 'GO:0006493', 'GO:0006688', 'GO:0006688', 'GO:0009312', 'GO:0036071']",Q9JIG1,10690,FUT9,Lipid Metabolism
100761491,Hadh,hydroxyacyl-CoA dehydrogenase,"This gene is a member of the 3-hydroxyacyl-CoA dehydrogenase gene family. The encoded protein functions in the mitochondrial matrix to catalyze the oxidation of straight-chain 3-hydroxyacyl-CoAs as part of the beta-oxidation pathway. Its enzymatic activity is highest with medium-chain-length fatty acids. Mutations in this gene cause one form of familial hyperinsulinemic hypoglycemia. The human genome contains a related pseudogene of this gene on chromosome 15. [provided by RefSeq, May 2010]",,ENSCGRG00001022551,XM_007650262,XP_007648452,"['GO:0016616', 'GO:0016491', 'GO:0070403', 'GO:0003857', 'GO:0006631', 'GO:0120162', 'GO:0005739', 'GO:0050796', 'GO:0042802', 'GO:0006635', 'GO:0005654', 'GO:0005737']", ,3033,HADH,Lipid Metabolism
100766600,Eif3k,eukaryotic translation initiation factor 3 subunit K,"The 700-kD eukaryotic translation initiation factor-3 (eIF3) is the largest eIF and contains at least 12 subunits, including EIF2S12. eIF3 plays an essential role in translation by binding directly to the 40S ribosomal subunit and promoting formation of the 40S preinitiation complex (Mayeur et al., 2003 [PubMed 14519125]).[supplied by OMIM, Mar 2008]",,ENSCGRG00001017721,XM_007644386,XP_007642576,"['GO:0003743', 'GO:0006413', 'GO:0005852', 'GO:0005829', 'GO:0006446', 'GO:0005852', 'GO:0043022', 'GO:0003743', 'GO:0005737', 'GO:0006446', 'GO:0005852', 'GO:0043022', 'GO:0003743', 'GO:0005737']",A0A8C2MH34,27335,EIF3K,Energy Metabolism
100754567,Arsa,arylsulfatase A,"The protein encoded by this gene hydrolyzes cerebroside sulfate to cerebroside and sulfate. Defects in this gene lead to metachromatic leucodystrophy (MLD), a progressive demyelination disease which results in a variety of neurological symptoms and ultimately death. Alternatively spliced transcript variants have been described for this gene. [provided by RefSeq, Dec 2010]",ENSCGRG00015023773,ENSCGRG00001021147,XM_003514046,XP_003514094,"['GO:0016787', 'GO:0008484', 'GO:0007339', 'GO:0005886', 'GO:0110165', 'GO:0016020']",G3IH84,410,ARSA,Lipid Metabolism
100689392,Ctsz,cathepsin Z,"The protein encoded by this gene is a lysosomal cysteine proteinase and member of the peptidase C1 family. It exhibits both carboxy-monopeptidase and carboxy-dipeptidase activities. The encoded protein has also been known as cathepsin X and cathepsin P. This gene is expressed ubiquitously in cancer cell lines and primary tumors and, like other members of this family, may be involved in tumorigenesis. [provided by RefSeq, Oct 2008]",ENSCGRG00015014901,ENSCGRG00001019207,XM_003496747,XP_003496795,"['GO:0006508', 'GO:0008234', 'GO:0004180', 'GO:0010757', 'GO:0032091', 'GO:0060441', 'GO:1901214', 'GO:0005615', 'GO:0005764', 'GO:0005783', 'GO:0031410', 'GO:0043231', 'GO:0005938']",Q9EPP7,1522,CTSZ,Protein Product Synthesis
103160361,Atp5mf,ATP synthase membrane subunit f,"Mitochondrial ATP synthase catalyzes ATP synthesis, utilizing an electrochemical gradient of protons across the inner membrane during oxidative phosphorylation. It is composed of two linked multi-subunit complexes: the soluble catalytic core, F1, and the membrane-spanning component, Fo, which comprises the proton channel. The catalytic portion of mitochondrial ATP synthase consists of five different subunits (alpha, beta, gamma, delta, and epsilon) assembled with a stoichiometry of 3 alpha, 3 beta, and single representatives of the gamma, delta, and epsilon subunits. The proton channel likely has nine subunits (a, b, c, d, e, f, g, F6 and 8). This gene encodes the f subunit of the Fo complex. Alternatively spliced transcript variants encoding different isoforms have been identified for this gene. This gene has multiple pseudogenes. Naturally occurring read-through transcription also exists between this gene and the downstream pentatricopeptide repeat domain 1 (PTCD1) gene. [provided by RefSeq, Nov 2010]",ENSCGRG00015016069,ENSCGRG00001016065,XM_007650316,XP_007648506,"['GO:0005753', 'GO:0005739', 'GO:0031965', 'GO:0042776', 'GO:0046933']",A0A8C2MD74,9551,ATP5MF,Energy Metabolism
100772144,Btk,Bruton tyrosine kinase,"The protein encoded by this gene plays a crucial role in B-cell development. Mutations in this gene cause X-linked agammaglobulinemia type 1, which is an immunodeficiency characterized by the failure to produce mature B lymphocytes, and associated with a failure of Ig heavy chain rearrangement. Alternative splicing results in multiple transcript variants encoding different isoforms. [provided by RefSeq, Dec 2013]",ENSCGRG00015001619,ENSCGRG00001016231,XM_035454000,XP_035309891,"['GO:0005886', 'GO:0004713', 'GO:0005829', 'GO:0042802', 'GO:1900227', 'GO:0005737', 'GO:0005634', 'GO:0005547', 'GO:0031410', 'GO:0048469', 'GO:0006468', 'GO:0007249', 'GO:0098761', 'GO:0030889', 'GO:0045121', 'GO:0018108', 'GO:0002344', 'GO:0001818', 'GO:0004713', 'GO:0035556', 'GO:0006468', 'GO:0004672', 'GO:0005524', 'GO:0005515', 'GO:0004715', 'GO:0016004', 'GO:0043274', 'GO:0035556', 'GO:0050853', 'GO:0035556', 'GO:0006468', 'GO:0004672', 'GO:0005524', 'GO:0005515']", ,695,BTK,Protein Product Synthesis
