SYMBOL,ComplexID,ComplexName,Organism,subunits(Entrez.IDs),subunits(Gene.name),subunits(Gene.name.syn),GO.description,FunCat.description
EXOC3,611,Exocyst complex,Rat,None;171455;64632;50556;245709;60627;116654;252881,Exoc1;Exoc2;Exoc7;Exoc6;Exoc8;Exoc5;Exoc4;Exoc3,Sec3l1;Sec5 Sec5l1;Exo70;Sec15 Sec15a Sec15l1;Exo84;Sec10l1;Sec8 Sec8l1;Sec6 Sec6l1,protein binding;protein transport;exocytosis;plasma membrane,protein binding;protein transport;exocytosis;eukaryotic plasma membrane / membrane attached
EXOC3,6167,Exocyst complex,Human,10640;11336;149371;54536;60412;55770;55763;23265,EXOC5;EXOC3;EXOC8;EXOC6;EXOC4;EXOC2;EXOC1;EXOC7,SEC10 SEC10L1;SEC6 SEC6L1;None;SEC15A SEC15L SEC15L1;KIAA1699 SEC8 SEC8L1;SEC5 SEC5L1;SEC3 SEC3L1;EXO70 KIAA1067,vesicle tethering;exocytosis;cilium assembly,exocytosis
EXOC4,611,Exocyst complex,Rat,None;171455;64632;50556;245709;60627;116654;252881,Exoc1;Exoc2;Exoc7;Exoc6;Exoc8;Exoc5;Exoc4;Exoc3,Sec3l1;Sec5 Sec5l1;Exo70;Sec15 Sec15a Sec15l1;Exo84;Sec10l1;Sec8 Sec8l1;Sec6 Sec6l1,protein binding;protein transport;exocytosis;plasma membrane,protein binding;protein transport;exocytosis;eukaryotic plasma membrane / membrane attached
EXOC4,6167,Exocyst complex,Human,10640;11336;149371;54536;60412;55770;55763;23265,EXOC5;EXOC3;EXOC8;EXOC6;EXOC4;EXOC2;EXOC1;EXOC7,SEC10 SEC10L1;SEC6 SEC6L1;None;SEC15A SEC15L SEC15L1;KIAA1699 SEC8 SEC8L1;SEC5 SEC5L1;SEC3 SEC3L1;EXO70 KIAA1067,vesicle tethering;exocytosis;cilium assembly,exocytosis
EXOC5,611,Exocyst complex,Rat,None;171455;64632;50556;245709;60627;116654;252881,Exoc1;Exoc2;Exoc7;Exoc6;Exoc8;Exoc5;Exoc4;Exoc3,Sec3l1;Sec5 Sec5l1;Exo70;Sec15 Sec15a Sec15l1;Exo84;Sec10l1;Sec8 Sec8l1;Sec6 Sec6l1,protein binding;protein transport;exocytosis;plasma membrane,protein binding;protein transport;exocytosis;eukaryotic plasma membrane / membrane attached
EXOC5,6167,Exocyst complex,Human,10640;11336;149371;54536;60412;55770;55763;23265,EXOC5;EXOC3;EXOC8;EXOC6;EXOC4;EXOC2;EXOC1;EXOC7,SEC10 SEC10L1;SEC6 SEC6L1;None;SEC15A SEC15L SEC15L1;KIAA1699 SEC8 SEC8L1;SEC5 SEC5L1;SEC3 SEC3L1;EXO70 KIAA1067,vesicle tethering;exocytosis;cilium assembly,exocytosis
EXOC5,6168,Exocyst EXOC5-EXOC6 subcomplex,Human,10640;54536,EXOC5;EXOC6,SEC10 SEC10L1;SEC15A SEC15L SEC15L1,exocytosis,exocytosis
EXOC5,6169,Exocyst EXOC5-EXOC6-EXOC7 subcomplex,Human,10640;54536;23265,EXOC5;EXOC6;EXOC7,SEC10 SEC10L1;SEC15A SEC15L SEC15L1;EXO70 KIAA1067,exocytosis,exocytosis
EXOC6,611,Exocyst complex,Rat,None;171455;64632;50556;245709;60627;116654;252881,Exoc1;Exoc2;Exoc7;Exoc6;Exoc8;Exoc5;Exoc4;Exoc3,Sec3l1;Sec5 Sec5l1;Exo70;Sec15 Sec15a Sec15l1;Exo84;Sec10l1;Sec8 Sec8l1;Sec6 Sec6l1,protein binding;protein transport;exocytosis;plasma membrane,protein binding;protein transport;exocytosis;eukaryotic plasma membrane / membrane attached
EXOC6,6167,Exocyst complex,Human,10640;11336;149371;54536;60412;55770;55763;23265,EXOC5;EXOC3;EXOC8;EXOC6;EXOC4;EXOC2;EXOC1;EXOC7,SEC10 SEC10L1;SEC6 SEC6L1;None;SEC15A SEC15L SEC15L1;KIAA1699 SEC8 SEC8L1;SEC5 SEC5L1;SEC3 SEC3L1;EXO70 KIAA1067,vesicle tethering;exocytosis;cilium assembly,exocytosis
EXOC6,6168,Exocyst EXOC5-EXOC6 subcomplex,Human,10640;54536,EXOC5;EXOC6,SEC10 SEC10L1;SEC15A SEC15L SEC15L1,exocytosis,exocytosis
EXOC6,6169,Exocyst EXOC5-EXOC6-EXOC7 subcomplex,Human,10640;54536;23265,EXOC5;EXOC6;EXOC7,SEC10 SEC10L1;SEC15A SEC15L SEC15L1;EXO70 KIAA1067,exocytosis,exocytosis
EXOC7,611,Exocyst complex,Rat,None;171455;64632;50556;245709;60627;116654;252881,Exoc1;Exoc2;Exoc7;Exoc6;Exoc8;Exoc5;Exoc4;Exoc3,Sec3l1;Sec5 Sec5l1;Exo70;Sec15 Sec15a Sec15l1;Exo84;Sec10l1;Sec8 Sec8l1;Sec6 Sec6l1,protein binding;protein transport;exocytosis;plasma membrane,protein binding;protein transport;exocytosis;eukaryotic plasma membrane / membrane attached
EXOC7,6167,Exocyst complex,Human,10640;11336;149371;54536;60412;55770;55763;23265,EXOC5;EXOC3;EXOC8;EXOC6;EXOC4;EXOC2;EXOC1;EXOC7,SEC10 SEC10L1;SEC6 SEC6L1;None;SEC15A SEC15L SEC15L1;KIAA1699 SEC8 SEC8L1;SEC5 SEC5L1;SEC3 SEC3L1;EXO70 KIAA1067,vesicle tethering;exocytosis;cilium assembly,exocytosis
EXOC7,6169,Exocyst EXOC5-EXOC6-EXOC7 subcomplex,Human,10640;54536;23265,EXOC5;EXOC6;EXOC7,SEC10 SEC10L1;SEC15A SEC15L SEC15L1;EXO70 KIAA1067,exocytosis,exocytosis
EXOC8,611,Exocyst complex,Rat,None;171455;64632;50556;245709;60627;116654;252881,Exoc1;Exoc2;Exoc7;Exoc6;Exoc8;Exoc5;Exoc4;Exoc3,Sec3l1;Sec5 Sec5l1;Exo70;Sec15 Sec15a Sec15l1;Exo84;Sec10l1;Sec8 Sec8l1;Sec6 Sec6l1,protein binding;protein transport;exocytosis;plasma membrane,protein binding;protein transport;exocytosis;eukaryotic plasma membrane / membrane attached
EXOC8,6167,Exocyst complex,Human,10640;11336;149371;54536;60412;55770;55763;23265,EXOC5;EXOC3;EXOC8;EXOC6;EXOC4;EXOC2;EXOC1;EXOC7,SEC10 SEC10L1;SEC6 SEC6L1;None;SEC15A SEC15L SEC15L1;KIAA1699 SEC8 SEC8L1;SEC5 SEC5L1;SEC3 SEC3L1;EXO70 KIAA1067,vesicle tethering;exocytosis;cilium assembly,exocytosis
EXT1,6881,EXT1-EXT2 complex,Human,2131;2132,EXT1;EXT2,None;None,Golgi apparatus;heparan sulfate proteoglycan biosynthetic process,Golgi
EXT2,6881,EXT1-EXT2 complex,Human,2131;2132,EXT1;EXT2,None;None,Golgi apparatus;heparan sulfate proteoglycan biosynthetic process,Golgi
FAF2,6859,HRD1 complex,Human,11160;3309;7184;682;10956;84447;23197;27248;51009;51439;6400;51465;550,ERLIN2;HSPA5;HSP90B1;BSG;OS9;SYVN1;FAF2;ERLEC1;DERL2;FAM8A1;SEL1L;UBE2J1;AUP1,"C8orf2, SPFH2;GRP78;GRP94, TRA1;None;None;HRD1 KIAA1810;ETEA, KIAA0887, UBXD8, UBXN3B;C2orf30,XTP3TPB;DER2; FLANA;AHCP;TSA305;NCUBE1;None",response to endoplasmic reticulum stress;endoplasmic reticulum membrane,None
FAF2,6873,BAG6-AMFR-FAF2 complex,Human,7917;23197;267,BAG6;FAF2;AMFR,"BAT3, G3;ETEA, KIAA0887, UBXD8, UBXN3B;RNF45, GP78",ER-associated misfolded protein catabolic process;ERAD pathway;endoplasmic reticulum membrane,None
FAF2,6886,AUP1-OS9-SEL1L-UBC6e-UBXD8 complex,Human,10956;23197;6400;51465;550,OS9;FAF2;SEL1L;UBE2J1;AUP1,"None;ETEA, KIAA0887, UBXD8, UBXN3B;TSA305;NCUBE1;None","retrograde protein transport, ER to cytosol;ERAD pathway;endoplasmic reticulum membrane",None
FAF2,8497,ZFAND2B complex,Human,7917;7415;55666;130617;7353;23197;79139,BAG6;VCP;NPLOC4;ZFAND2B;UFD1;FAF2;DERL1,"BAT3, G3;p97;KIAA1499 NPL4;AIRAPL;UFD1L;ETEA, KIAA0887, UBXD8, UBXN3B;DER1",endoplasmic reticulum;protein targeting to ER,endoplasmic reticulum
FBXO2,2194,"Ubiquitin E3 ligase (Fbxo2, Skp1a, Cul1, Rbx1)",Mouse,56438;230904;21402;26965,Rbx1;Fbxo2;Skp1;Cul1,None;Fbs1 Fbx2;Skp1a;None,protein ubiquitination;proteasome-mediated ubiquitin-dependent protein catabolic process;ubiquitin-dependent protein catabolic process;endoplasmic reticulum unfolded protein response;cytoplasm,"modification by ubiquitination, deubiquitination;proteasomal degradation (ubiquitin/proteasomal pathway);unfolded protein response (e.g. ER quality control);cytoplasm"
FBXO6,6901,"Ubiquitin E3 ligase (CUL1, FBXO6, RBX1, SKP1)",Human,9978;6500;8454;26270,RBX1;SKP1;CUL1;FBXO6,"RNF75, ROC1, HRT1;EMC19, OCP2, SKP1A, TCEB1L;None;FBG2,FBS2,FBX6",ERAD pathway;glycoprotein catabolic process;ubiquitin-dependent protein catabolic process,proteasomal degradation (ubiquitin/proteasomal pathway)
FOXO1,2590,FOXO1-FHL2-SIRT1 complex,Human,2308;2274;23411,FOXO1;FHL2;SIRT1,"FKHR, FOXO1A;DRAL SLIM3;SIR2L1","negative regulation of transcription, DNA-templated;protein acetylation;protein deacetylation;nucleus","transcription repression;modification by acetylation, deacetylation;nucleus"
FOXO1,2761,SMAD3-SMAD4-FOXO1 complex,Human,4088;2308;4089,SMAD3;FOXO1;SMAD4,"MADH3;FKHR, FOXO1A;DPC4 MADH4","regulation of RNA biosynthetic process;regulation of transcription, DNA-templated;DNA binding;transforming growth factor beta receptor signaling pathway;nucleus",transcriptional control;DNA binding;TGF-beta-receptor signalling pathway;nucleus
FOXO1,6424,FOXO1-CREB1 complex,Mouse,12912;56458,Creb1;Foxo1,"None;Fkhr,Foxo1a","regulation of transcription, DNA-templated",transcriptional control
FOXO1,6425,FOXO1-ATF4 complex,Mouse,11911;56458,Atf4;Foxo1,"None;Fkhr,Foxo1a","regulation of transcription, DNA-templated",transcriptional control
FOXO1,6673,Foxo1-Yap1 complex,Mouse,22601;56458,Yap1;Foxo1,"Yap Yap65;Fkhr,Foxo1a","transcription, DNA-templated;nucleus",TRANSCRIPTION;nucleus
FOXO1,6929,AKT1-FOXO1-WDFY2 complex,Human,207;2308;115825,AKT1;FOXO1;WDFY2,"PKB, RAC;FKHR, FOXO1A;WDF2,ZFYVE22",positive regulation of adipose tissue development,None
FOXO1,7586,FOXO1-ESR1 complex,Human,2099;2308,ESR1;FOXO1,"ESRA, NR3A1;FKHR, FOXO1A",nuclear receptor binding;nuclear estrogen receptor binding,None
FOXO1,7588,APP(AICD)-FOXO1 complex,Human,351;2308,APP;FOXO1,"Amyloid beta precursor protein;FKHR, FOXO1A",cell death;cytoplasm;apoptotic process,cell death;cytoplasm;apoptosis (type I programmed cell death)
GANAB,405,Glucosidase 2,Rat,300445;293721,Prkcsh;Ganab,"Prkcsh_predicted,rCG_31596;Ganab_predicted,rCG_48309",intracellular protein transport;protein targeting;protein transport;cellular protein modification process;protein binding;endoplasmic reticulum,"protein targeting, sorting and translocation;protein transport;protein modification;protein binding;endoplasmic reticulum"
GET4,6862,Bag6-Ubl4A-Trc35 Complex,Human,8266;7917;51608,UBL4A;BAG6;GET4,"DXS254E,GDX,UBL4;BAT3, G3;C7orf20,CEE,TRC35",positive regulation of ERAD pathway,None
GGA3,7999,Csnk2a1-Csnk2b-Gga3-Pacs1 complex,Rat,360658;171444;116549;81650,Gga3;Pacs1;Csnk2a1;Csnk2b,None;None;None;Ck2n,Golgi to plasma membrane protein transport,None
GIT1,930,SCRIB-GIT1-ARHGEF7 complex,Human,8874;23513;28964,ARHGEF7;SCRIB;GIT1,"COOL1, KIAA0142, P85SPR, PAK3BP, PIXB;CRIB1, KIAA0147, LAP4, SCRB1, VARTUL;None",exocytosis;plasma membrane;chemical synaptic transmission;establishment or maintenance of epithelial cell apical/basal polarity,exocytosis;eukaryotic plasma membrane / membrane attached;synaptic transmission
GIT1,931,Scrib-Git1-Arhgef7 complex,Mouse,216963;105782;54126,Git1;Scrib;Arhgef7,"None;Kiaa0147 Lap4 Scrib1;Kiaa0142, Pak3bp, PIX, betaPix",exocytosis;plasma membrane;chemical synaptic transmission,exocytosis;eukaryotic plasma membrane / membrane attached;synaptic transmission
GIT1,1810,ITGA4-PXN-GIT1 complex,Human,3676;5829;28964,ITGA4;PXN;GIT1,CD49D;None;None,cell migration,cell migration
GIT1,6341,GIT1-ARHGEF7-PAK1-PXN complex,Human,5829;5058;8874;28964,PXN;PAK1;ARHGEF7;GIT1,"None;None;COOL1, KIAA0142, P85SPR, PAK3BP, PIXB;None",None,None
GIT1,6778,SCRIB-GIT1-ARHGEF7-PAK1 complex,Human,5058;8874;23513;28964,PAK1;ARHGEF7;SCRIB;GIT1,"None;COOL1, KIAA0142, P85SPR, PAK3BP, PIXB;CRIB1, KIAA0147, LAP4, SCRB1, VARTUL;None",establishment or maintenance of cell polarity;cell migration,cell migration
GIT1,6779,SCRIB-GIT1-ARHGEF7-PAK1 complex,Human,5058;8874;23513;28964,PAK1;ARHGEF7;SCRIB;GIT1,"None;COOL1, KIAA0142, P85SPR, PAK3BP, PIXB;CRIB1, KIAA0147, LAP4, SCRB1, VARTUL;None",cell migration;cell leading edge;establishment or maintenance of cell polarity,cell migration
GIT1,7426,Git1-Kcna1 complex,Rat,24520;83709,Kcna1;Git1,Kv1.1;None,plasma membrane;potassium channel complex,eukaryotic plasma membrane / membrane attached
GIT1,7971,GIT1-MAT2B complex,Human,27430;28964,MAT2B;GIT1,"TGR,MSTP045,Nbla02999;None",Ras protein signal transduction;MAPK cascade,MAPKKK cascade
GIT1,8602,ENTR1-GIT1-PTPN13 complex,Human,5783;10807;28964,PTPN13;ENTR1;GIT1,"PNP1,PTP1E,PTPL1;SDCCAG3;None",cytokinesis,cytokinesis (cell division) /septum formation and hydrolysis
GIT2,6928,ARHGEF7-GIT2-PAK1 complex,Human,5058;8874;9815,PAK1;ARHGEF7;GIT2,"None;COOL1, KIAA0142, P85SPR, PAK3BP, PIXB;KIAA0148, PKL",regulation of T cell activation;T cell receptor signaling pathway,None
GLB1,1379,GALNS-lysosomal hydrolase 1.27 MDa complex,Human,5476;2720;2588;4758,CTSA;GLB1;GALNS;NEU1,PPGB;ELNR1;None;NANH,polysaccharide metabolic process;lysosome,polysaccharide metabolism;vacuole or lysosome
GLB1,8004,Cathepsin A-beta-galactosidase complex,Human,5476;2720,CTSA;GLB1,PPGB;ELNR1,lysosome;protein-containing complex assembly;galactosidase activity,vacuole or lysosome
GLB1,8005,Cathepsin A-beta-galactosidase-neuraminidase complex,Human,5476;2720;4758,CTSA;GLB1;NEU1,PPGB;ELNR1;NANH,lysosome;galactosidase activity,vacuole or lysosome
GNPTAB,406,N-acetylglucosamine-1-phosphotransferase,Bovine,None;508713,GNPTAB;GNPTG,None;None,protein targeting;lysosome;carbohydrate phosphorylation;secretion of lysosomal enzymes;N-glycan processing to lysosome,"protein targeting, sorting and translocation;vacuole or lysosome"
GNPTG,406,N-acetylglucosamine-1-phosphotransferase,Bovine,None;508713,GNPTAB;GNPTG,None;None,protein targeting;lysosome;carbohydrate phosphorylation;secretion of lysosomal enzymes;N-glycan processing to lysosome,"protein targeting, sorting and translocation;vacuole or lysosome"
GOSR1,88,"SNARE complex (Bet1, Gosr1, Gosr2, Scfd1, Sec22b, Stx5)",Rat,64154;65134;310710;29631;94189;54350,Gosr2;Stx5;Sec22b;Bet1;Gosr1;Scfd1,"Gs27, Membrin;Stx5a;Sec22l1;None;Gs28, Gos-28;Ra410, Sly1, Stxbp1l2",endoplasmic reticulum to Golgi vesicle-mediated transport;intra-Golgi vesicle-mediated transport;vesicle budding from membrane;vesicle organization;vesicle fusion;synaptic vesicle transport;synaptic vesicle exocytosis;endoplasmic reticulum;Golgi apparatus;Golgi membrane;SNARE complex;membrane fusion;vesicle-mediated transport,"ER to Golgi transport;intra Golgi transport;vesicle formation;vesicle fusion;synaptic vesicle exocytosis;endoplasmic reticulum;Golgi;vesicular transport (Golgi network, etc.)"
GOSR1,663,"SNARE complex (Stx5, Ykt6, Gosr1, Bet1)",Rat,54400;65134;64351;94189,Bet1l;Stx5;Ykt6;Gosr1,"Gs15;Stx5a;None;Gs28, Gos-28",protein binding;protein transport;intra-Golgi vesicle-mediated transport;vesicle fusion;synaptic vesicle transport;synaptic vesicle exocytosis;Golgi apparatus;endosome;SNARE complex;membrane fusion;vesicle-mediated transport,"protein binding;protein transport;intra Golgi transport;vesicle fusion;synaptic vesicle exocytosis;Golgi;endosome;vesicular transport (Golgi network, etc.)"
GOSR1,902,"SNARE complex (Gosr1, GS15, Stx5)",Rat,54400;65134;94189,Bet1l;Stx5;Gosr1,"Gs15;Stx5a;Gs28, Gos-28",vesicle fusion;synaptic vesicle transport;synaptic vesicle exocytosis;Golgi apparatus;SNARE complex;membrane fusion,vesicle fusion;synaptic vesicle exocytosis;Golgi
GOSR1,907,"SNARE complex (Bet1, Gef2, Gosr1, Stx5)",Rat,64670;65134;29631;94189,Gabarapl2;Stx5;Bet1;Gosr1,"Gef2;Stx5a;None;Gs28, Gos-28",vesicle fusion;synaptic vesicle transport;synaptic vesicle exocytosis;Golgi apparatus;SNARE complex;membrane fusion,vesicle fusion;synaptic vesicle exocytosis;Golgi
GOSR2,88,"SNARE complex (Bet1, Gosr1, Gosr2, Scfd1, Sec22b, Stx5)",Rat,64154;65134;310710;29631;94189;54350,Gosr2;Stx5;Sec22b;Bet1;Gosr1;Scfd1,"Gs27, Membrin;Stx5a;Sec22l1;None;Gs28, Gos-28;Ra410, Sly1, Stxbp1l2",endoplasmic reticulum to Golgi vesicle-mediated transport;intra-Golgi vesicle-mediated transport;vesicle budding from membrane;vesicle organization;vesicle fusion;synaptic vesicle transport;synaptic vesicle exocytosis;endoplasmic reticulum;Golgi apparatus;Golgi membrane;SNARE complex;membrane fusion;vesicle-mediated transport,"ER to Golgi transport;intra Golgi transport;vesicle formation;vesicle fusion;synaptic vesicle exocytosis;endoplasmic reticulum;Golgi;vesicular transport (Golgi network, etc.)"
GOSR2,653,"SNARE complex (Ykt6, Stx5, Gosr2, Bet1)",Rat,64154;65134;64351;29631,Gosr2;Stx5;Ykt6;Bet1,"Gs27, Membrin;Stx5a;None;None",protein binding;vesicle fusion;synaptic vesicle transport;synaptic vesicle exocytosis;plasma membrane;SNARE complex;membrane fusion,protein binding;vesicle fusion;synaptic vesicle exocytosis;eukaryotic plasma membrane / membrane attached
GOSR2,664,"SNARE complex (Stx5, Gosr2, Sec22b, Bet1)",Rat,64154;65134;310710;29631,Gosr2;Stx5;Sec22b;Bet1,"Gs27, Membrin;Stx5a;Sec22l1;None",protein binding;protein transport;intra-Golgi vesicle-mediated transport;vesicle fusion;synaptic vesicle transport;synaptic vesicle exocytosis;Golgi apparatus;endosome;SNARE complex;membrane fusion;vesicle-mediated transport,"protein binding;protein transport;intra Golgi transport;vesicle fusion;synaptic vesicle exocytosis;Golgi;endosome;vesicular transport (Golgi network, etc.)"
GPAA1,994,GAA1-GPI8-PIGT-PIG-PIGS complex,Human,8733;10026;51604;94005;128869,GPAA1;PIGK;PIGT;PIGS;PIGU,GAA1;GPI8;;;CDC91L1,phospholipid metabolic process;phospholipid biosynthetic process;phospholipid catabolic process;plasma membrane,phospholipid metabolism;eukaryotic plasma membrane / membrane attached
HAS1,7485,HAS1-HAS2 complex,Human,3037;3036,HAS2;HAS1,None;HAS,hyaluronan synthase activity,None
HAS2,7485,HAS1-HAS2 complex,Human,3037;3036,HAS2;HAS1,None;HAS,hyaluronan synthase activity,None
HAS2,7486,HAS2-HAS3,Human,3038;3037,HAS3;HAS2,None;None,hyaluronan synthase activity,None
HAS3,7486,HAS2-HAS3,Human,3038;3037,HAS3;HAS2,None;None,hyaluronan synthase activity,None
HEXA,6274,HEXA-HEXB complex,Human,3073;3074,HEXA;HEXB,;None,"beta-N-acetylhexosaminidase activity;carbohydrate metabolic process;glycosphingolipid metabolic process;glycosaminoglycan metabolic process;hydrolase activity, hydrolyzing O-glycosyl compounds",C-compound and carbohydrate metabolism
HEXB,6274,HEXA-HEXB complex,Human,3073;3074,HEXA;HEXB,;None,"beta-N-acetylhexosaminidase activity;carbohydrate metabolic process;glycosphingolipid metabolic process;glycosaminoglycan metabolic process;hydrolase activity, hydrolyzing O-glycosyl compounds",C-compound and carbohydrate metabolism
HEXB,6275,HEXB homodimer complex,Human,3074,HEXB,None,"beta-N-acetylhexosaminidase activity;carbohydrate metabolic process;glycosphingolipid metabolic process;glycosaminoglycan metabolic process;hydrolase activity, hydrolyzing O-glycosyl compounds",C-compound and carbohydrate metabolism
HSP90AA1,25,9S-cytosolic aryl hydrocarbon (Ah) receptor non-ligand activated complex,Mouse,11632;15519;15516;11622,Aip;Hsp90aa1;Hsp90ab1;Ahr,None;Hsp86 Hsp86-1 Hspca;Hsp84 Hsp84-1 Hspcb;None,response to stress;detection of chemical stimulus;response to chemical;cytoplasm,stress response;chemoperception and response;cytoplasm
HSP90AA1,597,Gja1-Hsp90-Tomm20 complex,Rat,24392;299331;266601,Gja1;Hsp90aa1;Tomm20,"Cxn-43, Cx43;Hsp86 Hspca;Tom20",mitochondrial transport;mitochondrial inner membrane;heat shock protein binding;Hsp90 protein binding,mitochondrial transport;mitochondrial inner membrane
HSP90AA1,2112,CDC37-HSP90AA1-HSP90AB1-MAP3K11 complex,Human,3320;3326;11140;4296,HSP90AA1;HSP90AB1;CDC37;MAP3K11,"HSP90A, HSPC1, HSPCA;HSP90B HSPC2 HSPCB;CDC37A;MLK3 PTK1 SPRK",enzyme regulator activity;regulation of catalytic activity,enzymatic activity regulation / enzyme regulator
HSP90AA1,2721,HCF-1 complex,Human,9739;8473;23309;8819;3320;6667;3309;3312;3308;3054;11091;5928;3065;5931;3066;25942;64426;9070,SETD1A;OGT;SIN3B;SAP30;HSP90AA1;SP1;HSPA5;HSPA8;HSPA4;HCFC1;WDR5;RBBP4;HDAC1;RBBP7;HDAC2;SIN3A;SUDS3;ASH2L,"KIAA0339, KMT2F, SET1, SET1A;None;KIAA0700;None;HSP90A, HSPC1, HSPCA;TSFP1;GRP78;HSC70, HSP73, HSPA10;APG2;HCF1, HFC1;BIG3;RBAP48;RPD3L1;RBAP46;None;None;SAP45, SDS3;ASH2L1","DNA topological change;cytokinesis;division septum assembly;regulation of RNA biosynthetic process;regulation of transcription, DNA-templated;cell morphogenesis;cell growth;chromosome organization;nucleus;histone deacetylation;histone methylation",DNA conformation modification (e.g. chromatin);cytokinesis (cell division) /septum formation and hydrolysis;transcriptional control;cell growth / morphogenesis;organization of chromosome structure;nucleus
HSP90AA1,4158,HSP90-FKBP38-CAM-Ca(2+) complex,Human,3320;801;23770,HSP90AA1;CALM1;FKBP8,"HSP90A, HSPC1, HSPCA;CALM,CAM,CAM1;FKBP38",regulation of programmed cell death,regulation of apoptosis
HSP90AA1,5199,Kinase maturation complex 1,Human,3320;3326;10971;7529;3308;7532;7531;7534;7533;5607;11140;84231;2011;4215;81572;5202,HSP90AA1;HSP90AB1;YWHAQ;YWHAB;HSPA4;YWHAG;YWHAE;YWHAZ;YWHAH;MAP2K5;CDC37;TRAF7;MARK2;MAP3K3;PDRG1;PFDN2,"HSP90A, HSPC1, HSPCA;HSP90B HSPC2 HSPCB;None;;APG2;None;None;None;YWHA1;MEK5 MKK5 PRKMK5;CDC37A;RFWD1 RNF119;EMK1;MAPKKK3 MEKK3;C20orf126 PDRG;PFD2",intracellular signal transduction,cellular signalling
HSP90AA1,5212,Kinase maturation complex 2,Human,9755;3320;3326;7186;11140;10010;64343;29110,TBKBP1;HSP90AA1;HSP90AB1;TRAF2;CDC37;TANK;AZI2;TBK1,"KIAA0775 SINTBAD;HSP90A, HSPC1, HSPCA;HSP90B HSPC2 HSPCB;TRAP3;CDC37A;ITRAF TRAF2;NAP1 TBKBP2;NAK",intracellular signal transduction,cellular signalling
HSP90AA1,5234,CDC37-HSP90AB1-HSP90AA1-IKBKB-KIAA1967 complex,Human,3551;3320;3326;11140;57805,IKBKB;HSP90AA1;HSP90AB1;CDC37;CCAR2,"IKKB;HSP90A, HSPC1, HSPCA;HSP90B HSPC2 HSPCB;CDC37A;DBC1, KIAA1967",None,None
HSP90AA1,5266,TNF-alpha/NF-kappa B signaling complex 6,Human,3551;1147;3320;3326;2091;6124;6207;6205;6156;6132;6128;11140;9020;8517,IKBKB;CHUK;HSP90AA1;HSP90AB1;FBL;RPL4;RPS13;RPS11;RPL30;RPL8;RPL6;CDC37;MAP3K14;IKBKG,"IKKB;IKKA, TCF16;HSP90A, HSPC1, HSPCA;HSP90B HSPC2 HSPCB;FIB1 FLRN;RPL1;None;None;None;None;TXREB1;CDC37A;NIK;FIP3, NEMO",I-kappaB kinase/NF-kappaB signaling;cytokine activity,"NIK-I-kappaB/NF-kappaB cascade;cytokines (interleukines, colony stimulating factors, etc.)"
